username,comments_clean,text_preprocessed,polarity_score,polarity
inggridavenue,kenapa ya di youtube sekarang iklan nya kebanyakan aplikasi pinjol sangat meresahkan mohon lebih di filter lg krna pinjol lg marak memakan korban terima kasih,"['ya', 'youtube', 'iklan', 'nya', 'banyak', 'aplikasi', 'pinjol', 'resah', 'mohon', 'filter', 'lg', 'krna', 'pinjol', 'lg', 'marak', 'makan', 'korban', 'terima', 'kasih']",-10,negative
irma.rahmawati2b, di rumah keluarga saya  hanya ada tv analog dan itu salah satu sumner hiburan keluarga,"['rumah', 'keluarga', 'tv', 'analog', 'salah', 'sumner', 'hibur', 'keluarga']",-2,negative
oshmara19,yang penting blokir judi online aja  pasti rakyat indonesia senang,"['blokir', 'judi', 'online', 'aja', 'rakyat', 'indonesia', 'senang']",-2,negative
iskandar_dragon,emang apa penting nya dimatikan siaran analog yang lebih penting gimana data masyarakat indonesia tdk di jual belikan oleh healer,"['emang', 'nya', 'mati', 'siar', 'analog', 'gimana', 'data', 'masyarakat', 'indonesia', 'tdk', 'jual', 'belikan', 'healer']",-4,negative
lantentions,terus misal ada berita penting gmnyang gak punya tv digital🤓,"['berita', 'gmnyang', 'gak', 'tv', 'digital']",-4,negative
sihatipatah,gimana mau pindah ke tv digital kalau chanel tvnya belumlah lengkap daerah madura masih belum sepenuhnya stasiun tvnya pindah ke siaran digital tolong segera ditindak lanjuti,"['gimana', 'pindah', 'tv', 'digital', 'chanel', 'tvnya', 'lengkap', 'daerah', 'madura', 'sepenuh', 'stasiun', 'tvnya', 'pindah', 'siar', 'digital', 'tolong', 'tindak', 'lanjut']",-10,negative
khoirulrivani,stabilkan aja dulu di daerah daerah masih sangat susah dijangkau menggunakan stb merek apapun karena didaerah masih banyak pepohonan tinggi didaerah tolong diperbanyak tower pemancar sinyal digital dulu setelah semua stabil baru analog dimatikan,"['stabil', 'aja', 'daerah', 'daerah', 'susah', 'jangkau', 'stb', 'merek', 'apa', 'daerah', 'pohon', 'daerah', 'tolong', 'banyak', 'tower', 'pancar', 'sinyal', 'digital', 'stabil', 'analog', 'mati']",-7,negative
kuya.kiko,dikit bantuan    apa pemerintah gak mikirin yg model prioritas yakl di toko stb bisa dapet harga rban pengadaan pemerintah gak yakin bisa dapet harga dibawah rbmbok ya bisa bikin rakyat ini sejahtera mau beli harga murah kerjaan lancar kalau boleh usul pemerintah sekalian bantu kami gratis listrik biar bisa nonton tv sepuasnya terima kasih kalau di perhatikan,"['dikit', 'bantu', 'perintah', 'gak', 'mikirin', 'yg', 'model', 'prioritas', 'yakl', 'toko', 'stb', 'dapet', 'harga', 'rban', 'ada', 'perintah', 'gak', 'dapet', 'harga', 'bawah', 'rbmbok', 'ya', 'bikin', 'rakyat', 'sejahtera', 'beli', 'harga', 'murah', 'kerja', 'lancar', 'usul', 'perintah', 'bantu', 'gratis', 'listrik', 'biar', 'nonton', 'tv', 'puas', 'terima', 'kasih', 'perhati']",19,positive
dinikhan02,tapi saya daerah jaksel belum mendapatkan bantuan stb,"['daerah', 'jaksel', 'bantu', 'stb']",-1,negative
rafardhanw,pemaksaanbikin program jgn bikin susah rakyaaat ngaaapaaa,"['pemaksaanbikin', 'program', 'jgn', 'bikin', 'susah', 'rakyaaat', 'ngaaapaaa']",-3,negative
mieyanthie05,pembagian setopbox nya di wilayah sy se rt cm dpt  udh gtu klo pas di pasang ke tv ga support ya ga dpt bgg itu nama² yg dpt datanya random gmn ya milihnya itu koninfo,"['bagi', 'setopbox', 'nya', 'wilayah', 'sy', 'rt', 'cm', 'dpt', 'udh', 'gtu', 'klo', 'pas', 'pasang', 'tv', 'ga', 'support', 'ya', 'ga', 'dpt', 'bgg', 'nama', 'yg', 'dpt', 'data', 'random', 'gmn', 'ya', 'milihnya', 'koninfo']",2,positive
davidkorohama,janji stb gratisnya mana,"['janji', 'stb', 'gratis']",4,positive
no_titlee,blokir aja semua tuh tv gak perlu tuh lg siaran televisi yg gak bermutu selain acara sepakbola,"['blokir', 'aja', 'tuh', 'tv', 'gak', 'tuh', 'lg', 'siar', 'televisi', 'yg', 'gak', 'mutu', 'acara', 'sepakbola']",-1,negative
mazz.mazzz,pak di desa saya belum dapat bantuan stb pak gimana ini gabisa nonton tv,"['desa', 'bantu', 'stb', 'gimana', 'gabisa', 'nonton', 'tv']",-1,negative
fina.liviana.5,tapi kita belom beli stb nya gmn niii apakah tidak ada bantuan untuk dapat stb,"['bom', 'beli', 'stb', 'nya', 'gmn', 'niii', 'bantu', 'stb']",-2,negative
sumiatisanu21,maksaain ke hendak banget beli alat digital pake duuuuuuuutbubuat makan aj susaaaah lihat rakyaaaaaaat dong lg merintih susah cari buat makaaaaaaaan,"['maksaain', 'banget', 'beli', 'alat', 'digital', 'pake', 'duuuuuuuutbubuat', 'makan', 'aj', 'susaaaah', 'lihat', 'rakyaaaaaaat', 'lg', 'rintih', 'susah', 'cari', 'makaaaaaaaan']",-4,negative
indi_albari,tercium baubau bisnis dan di kenakan pajak buat masyarakat nih ok set box digratiskan terus apakah di kenakan pembayaran perbulannya menengah kebawah,"['cium', 'baubau', 'bisnis', 'kena', 'pajak', 'masyarakat', 'nih', 'ok', 'set', 'box', 'gratis', 'kena', 'bayar', 'bulan', 'tengah', 'bawah']",1,positive
agung_priyanto82,oo belum ya saya kira sudah di putus,"['oo', 'ya', 'putus']",-2,negative
vapienks,mau tertawa tapi takut dimarahi mertuadurdirdaengmigisdaaeng,"['tertawa', 'takut', 'marah', 'mertuadurdirdaengmigisdaaeng']",-3,negative
naatiina,udh digital juga channelnya gk lengkap patah pula,"['udh', 'digital', 'channelnya', 'gk', 'lengkap', 'patah']",-5,negative
rifatt_hm,misal dimatiin semua pemasukan dari iklan berkurang gk ya,"['dimatiin', 'pasu', 'iklan', 'kurang', 'gk', 'ya']",-3,negative
muchamadnurfuadi,gile njir akun kominfo beli follower ,"['gile', 'njir', 'akun', 'kominfo', 'beli', 'follower']",-4,negative
indra_1094,kasian nonton bola jadinya layar hitam kalau g gitu ganti sinetron panjang umur bisnis,"['kasi', 'nonton', 'bola', 'layar', 'hitam', 'g', 'gitu', 'ganti', 'sinetron', 'umur', 'bisnis']",-2,negative
muhamad_abdullah248,orang tua saya dikampung beli stb harga  emng ada pembagian stb yg gratis ya,"['orang', 'tua', 'kampung', 'beli', 'stb', 'harga', 'emng', 'bagi', 'stb', 'yg', 'gratis', 'ya']",0,neutral
gsf.commander.josh,ini orang asing kenapa pada nyasar kesini,"['orang', 'asing', 'nyasar', 'kesini']",-4,negative
bodsant,pantes aja di hack  bikin lawak aja,"['pantes', 'aja', 'hack', 'bikin', 'lawak', 'aja']",-6,negative
liabekasi2022,stb blm mampu beli udh mau di matiin aja tgl   nunggu stb gratis mustahil  kata ema gw drpd buat beli stb mndingan buat beli beras sekarung,"['stb', 'blm', 'beli', 'udh', 'matiin', 'aja', 'tgl', 'nunggu', 'stb', 'gratis', 'mustahil', 'ema', 'gw', 'drpd', 'beli', 'stb', 'mndingan', 'beli', 'beras', 'karung']",1,positive
re_zain,apa cm gw yg ga pernah nonton tipi sejak  taun terakhir,"['cm', 'gw', 'yg', 'ga', 'nonton', 'tipi', 'taun']",-5,negative
usman_bgr17,udah dapet stb sinyal digital ga dapet padahal ga di pelosok,"['udah', 'dapet', 'stb', 'sinyal', 'digital', 'ga', 'dapet', 'ga', 'pelosok']",1,positive
btr_wyzenn,cek xnxx dh di blokir sama kominfo,"['cek', 'xnxx', 'dh', 'blokir', 'kominfo']",-7,negative
bangbenz215,di hack lu ntar dut badut tvnya,"['hack', 'lu', 'ntar', 'dut', 'badut', 'tvnya']",-4,negative
abekz,mau ganti antena macam apapun stb digital murah dna mahal tetap saja saya gak pernah kebagian siaran digital nya apakah tinggi antenna luar pengaruh mendapatkan siaran nya lokasi saya jakbar serta tangerang ,"['ganti', 'antena', 'apa', 'stb', 'digital', 'murah', 'dna', 'mahal', 'gak', 'bagi', 'siar', 'digital', 'nya', 'antenna', 'pengaruh', 'siar', 'nya', 'lokasi', 'jakbar', 'tangerang']",-2,negative
sumiatisanu21,stb belistb beli,"['stb', 'belistb', 'beli']",-1,negative
anas.ir97,ngcek lyanan tv dgital di daerah gmn cranya,"['ngcek', 'lyanan', 'tv', 'dgital', 'daerah', 'gmn', 'cranya']",0,neutral
nando_wardani,acara bagian stb nya emang udah kok tiba cabut analog,"['acara', 'stb', 'nya', 'emang', 'udah', 'cabut', 'analog']",-5,negative
ardy_oxz,yg ndak penting² amat malah di sibukin kominfo skrng payah,"['yg', 'ndak', 'penting', 'sibukin', 'kominfo', 'skrng', 'payah']",-4,negative
5275_hani,lah saya belum kebagian stb gmn tuh bu,"['bagi', 'stb', 'gmn', 'tuh', 'bu']",-2,negative
nitip_maak,stb di jual nanti sama oknum bukan di bagiin ke warga,"['stb', 'jual', 'oknum', 'bagiin', 'warga']",1,positive
my.nameskar,tv isinya lawakak negara semua lebih baik nonton youtube yg bisa kita pilih ke buat nonton film kartun 🤣 gue udh stop nonton tv dri  thn yg lalu ,"['tv', 'isi', 'lawakak', 'negara', 'nonton', 'youtube', 'yg', 'pilih', 'nonton', 'film', 'kartun', '', 'gue', 'udh', 'stop', 'nonton', 'tv', 'dri', 'thn', 'yg']",-5,negative
no_titlee,apa lg yg mau dipercaya sama pemerintah,"['lg', 'yg', 'percaya', 'perintah']",2,positive
wandi182,secepatnya juga gpp udah lama gak pernah pake,"['cepat', 'gpp', 'udah', 'gak', 'pake']",0,neutral
mawimsm,keluarga saya masih pakai tv analog lagi,"['keluarga', 'pakai', 'tv', 'analog']",1,positive
atyd_st,opini yang bagus sekarang bagiin stb,"['opini', 'bagus', 'bagiin', 'stb']",-2,negative
cepyblog,kaltim kapan aso min🥺,"['kaltim', 'aso', 'min']",0,neutral
dienshop9,stb udah punya tpi chanel na yg ga ada ini begimanee,"['stb', 'udah', 'tpi', 'chanel', 'na', 'yg', 'ga', 'begimanee']",0,neutral
herm4n_kuchiki,kmren agustustrus septembernnti oktober,"['kmren', 'agustustrus', 'septembernnti', 'oktober']",0,neutral
riskyananta2,wilayah yogyakarta kapan,"['wilayah', 'yogyakarta']",0,neutral
habib_imam_maulid,makin kocag aja liat pemerintahku begini,"['kocag', 'aja', 'liat', 'perintah']",1,positive
luthfimiftahurrah,jateng kapan aso nya pak,"['jateng', 'aso', 'nya']",0,neutral
sobri9873,wuih mantap berapa jta stb yg bakal di beli,"['wuih', 'mantap', 'jta', 'stb', 'yg', 'beli']",4,positive
abuabu_bekasi,ini pemaksaan gak,"['paksa', 'gak']",-4,negative
n_af4nd1_78,baguslah biar bnyak yg gbsa nonton tv biar semua kembali ke kitab agama nya masing yg lbh berguna klu mau nonton ada youtube dll pasti yg di tonton yg bagus krn bayar terimakasih,"['bagus', 'biar', 'bnyak', 'yg', 'gbsa', 'nonton', 'tv', 'biar', 'kitab', 'agama', 'nya', 'yg', 'lbh', 'guna', 'klu', 'nonton', 'youtube', 'dll', 'yg', 'tonton', 'yg', 'bagus', 'krn', 'bayar', 'terimakasih']",-8,negative
farhan_barok,wkkwkw land,"['wkkwkw', 'land']",0,neutral
ramandabayu,giveaway stb,"['giveaway', 'stb']",0,neutral
naziraayda,ngga peduli ngga nonton tv juga,"['ngga', 'peduli', 'ngga', 'nonton', 'tv']",-1,negative
hikmah.nuraini,pembagian set top box tidak sesuai disini karna kl mau ngambil set top box harus bayar  rb kl ga punya duit ya ga di kasih tlng dong kl mau ada pembagian secara gratis harus lewat orang pusat yg datengin secara langsung dr rumah ke rumah yg bener membutuhkan,"['bagi', 'set', 'top', 'box', 'sesuai', 'karna', 'kl', 'ngambil', 'set', 'top', 'box', 'bayar', 'rb', 'kl', 'ga', 'duit', 'ya', 'ga', 'kasih', 'tlng', 'kl', 'bagi', 'gratis', 'orang', 'pusat', 'yg', 'datengin', 'langsung', 'dr', 'rumah', 'rumah', 'yg', 'bener', 'butuh']",15,positive
omarina__,alhamdulilaaaaahhh,['alhamdulilaaaaahhh'],0,neutral
pria.husada,apalagi ini,[],0,neutral
sijukijuki,gw jualan follower nih minat,"['gw', 'jual', 'follower', 'nih', 'minat']",5,positive
wisnuarie9,sy belum dapet,"['sy', 'dapet']",2,positive
geralf__,udh gapernah nonton tv  informasi semua udh ada di hp ,"['udh', 'gapernah', 'nonton', 'tv', 'informasi', 'udh', 'hp']",-4,negative
firdaus_0503,kita blm dapat stb,"['blm', 'stb']",0,neutral
uuno_dnd,blm dpt stb min ,"['blm', 'dpt', 'stb', 'min']",0,neutral
rafialfajri15,udah lama gak nonton tv banyak dagelannya,"['udah', 'gak', 'nonton', 'tv', 'dagel']",3,positive
ridwanfatahridwan96,mohon dimana saya bisa menghubungi anda saya sangat butuh pertolongan anda pak,"['mohon', 'mana', 'hubung', 'butuh', 'tolong']",-9,negative
fithrisumarni,stb nya belum dpt,"['stb', 'nya', 'dpt']",0,neutral
cloudscecarmalcorps,klo digital perlu sbt kah klo gada dpt gratis sih gapapa klo beli kasian penambahan uang tak terduga hmmm maksa gini apakah perusahaan stb ada proyek  tender sama yg buat aturan  nanya loh pak ,"['klo', 'digital', 'sbt', 'kah', 'klo', 'gada', 'dpt', 'gratis', 'sih', 'gapapa', 'klo', 'beli', 'kasi', 'tambah', 'uang', 'duga', 'hmmm', 'maksa', 'gin', 'usaha', 'stb', 'proyek', 'tender', 'yg', 'atur', 'nanya', 'loh']",-4,negative
lembagapenyiaran,oke mantap,"['oke', 'mantap']",7,positive
dippu_carvin_,,[],0,neutral
adli_hazmi,hashh,['hashh'],0,neutral
handy_abdillah,apakah nanti nya setelah digital masyarakat diwajibkan iuran,"['nya', 'digital', 'masyarakat', 'wajib', 'iur']",-2,negative
thisishumann__,min beli followers abis berapa ,"['min', 'beli', 'followers', 'abis']",-2,negative
r_romani_bin_romani,ini bisnis,['bisnis'],3,positive
marni_mp,pamungkass pie pak,"['pamungkass', 'pie']",0,neutral
gatra_inst,pret ah,"['pret', 'ah']",0,neutral
andhika_fazri,nanti mundur lagi ke november… terus aja mundur aso nya ,"['mundur', 'november', 'aja', 'mundur', 'aso', 'nya']",0,neutral
yaaseenn_17,taun  gini ad yg msi nntn tv,"['taun', 'gin', 'ad', 'yg', 'msi', 'nntn', 'tv']",-5,negative
m.amrullah88,kepada kominfo kalau bisa jangan dimatikan ,"['kominfo', 'mati']",-1,negative
richardchandra8,klo skrg nontonnya pake hp live stream  nonton tv cmn bwt motogp aja,"['klo', 'skrg', 'nontonnya', 'pake', 'hp', 'live', 'stream', 'nonton', 'tv', 'cmn', 'bwt', 'motogp', 'aja']",3,positive
dianirmaningtyas,cc,['cc'],0,neutral
austin_benson12,i never believe it until i experienced it  for a start i deposited  to test the waters in days i got a return of  her diligence and honesty is undeniable to trade your bitcoins dont hesitate to dm theoronfx,"['i', 'never', 'believe', 'it', 'until', 'i', 'experienced', 'it', 'for', 'a', 'start', 'i', 'deposited', 'to', 'test', 'the', 'waters', 'in', 'days', 'i', 'got', 'a', 'return', 'of', 'her', 'diligence', 'and', 'honesty', 'is', 'undeniable', 'to', 'trade', 'your', 'bitcoins', 'dont', 'hesitate', 'to', 'dm', 'theoronfx']",-3,negative
wasianio,i am overwhelmed with joy right now i can now pay my bills and take good care of my family thank you for bringing happiness to my home and with just an investment of  i got  in  days i am thankful theoronfx,"['i', 'am', 'overwhelmed', 'with', 'joy', 'right', 'now', 'i', 'can', 'now', 'pay', 'my', 'bills', 'and', 'take', 'good', 'care', 'of', 'my', 'family', 'thank', 'you', 'for', 'bringing', 'happiness', 'to', 'my', 'home', 'and', 'with', 'just', 'an', 'investment', 'of', 'i', 'got', 'in', 'days', 'i', 'am', 'thankful', 'theoronfx']",8,positive
wayne_berryy,i am so glad that i met you i have never seen essential three dollar cute she is a kind hearted woman and also  reliable when it comes in keeping to her wordsthanks once again theoronfx,"['i', 'am', 'so', 'glad', 'that', 'i', 'met', 'you', 'i', 'have', 'never', 'seen', 'essential', 'three', 'dollar', 'cute', 'she', 'is', 'a', 'kind', 'hearted', 'woman', 'and', 'also', 'reliable', 'when', 'it', 'comes', 'in', 'keeping', 'to', 'her', 'wordsthanks', 'once', 'again', 'theoronfx']",4,positive
mr.f_jee,oi useless udah sok asik mau ngambil hati para wibu skrg ngurusin tv analog dulu benerin atasan lu dlu oi useless,"['oi', 'useless', 'udah', 'sok', 'asik', 'ngambil', 'hati', 'wibu', 'skrg', 'ngurusin', 'tv', 'analog', 'benerin', 'atas', 'lu', 'dlu', 'oi', 'useless']",2,positive
clayton_cartter,                            theoronfx,['theoronfx'],0,neutral
allison_mejia___, ’                         ’        theoronfx,"['', '', 'theoronfx']",0,neutral
austin_benson12,trading has been so good with theoronfx i invested  and a withdrawal of  and another  just in one week  her transparency and accountability has been the best theoronfx,"['trading', 'has', 'been', 'so', 'good', 'with', 'theoronfx', 'i', 'invested', 'and', 'a', 'withdrawal', 'of', 'and', 'another', 'just', 'in', 'one', 'week', 'her', 'transparency', 'and', 'accountability', 'has', 'been', 'the', 'best', 'theoronfx']",1,positive
beny_zuda,habis anggaran apa gmna ni komintod  lawaknya ga lucu badut negara,"['habis', 'anggar', 'gmna', 'ni', 'komintod', 'lawak', 'ga', 'lucu', 'badut', 'negara']",4,positive
red_hair7482,blokir high domino island sama youtuber nya ditegor,"['blokir', 'high', 'domino', 'island', 'youtuber', 'nya', 'ditegor']",-3,negative
syariefmusa,surakarta kpn dpt gratisss,"['surakarta', 'kpn', 'dpt', 'gratisss']",0,neutral
arries28,daerah depok sbagian blm dapet bantuan stb ,"['daerah', 'depok', 'sbagian', 'blm', 'dapet', 'bantu', 'stb']",1,positive
boellubis,higgh domino masih aman ,"['higgh', 'domino', 'aman']",0,neutral
agungponkky,untung gak nonton siaran indo jdi ndak tertarik sih,"['untung', 'gak', 'nonton', 'siar', 'indo', 'jdi', 'ndak', 'tarik', 'sih']",-2,negative
maya.25_,saya jg blm dapat pak daerah kebon melati tanah abang,"['jg', 'blm', 'daerah', 'kebon', 'melati', 'tanah', 'abang']",0,neutral
dadan.f.komara,proyek deui,"['proyek', 'deui']",0,neutral
alfarizie_angga17,semoga luar jabodetabek juga cepet aso,"['moga', 'jabodetabek', 'cepet', 'aso']",3,positive
lumut_24,katanya ada stb gratis mana,"['stb', 'gratis']",4,positive
menudinein,apaan gabisa,['gabisa'],0,neutral
novikrismanto,bisnis muli d pikirin mnc grup daerah taman serua sawangan depok belom bisa akses digitalny pikirini ini dulu aja kali pak perbaiki pemancarny dulu pastikan smua terjangkau,"['bisnis', 'muli', 'd', 'pikirin', 'mnc', 'grup', 'daerah', 'taman', 'rua', 'sawangan', 'depok', 'bom', 'akses', 'digitalny', 'pikirini', 'aja', 'kali', 'baik', 'pemancarny', 'pasti', 'smua', 'jangkau']",3,positive
habibmlncvx,report akunnya,"['report', 'akun']",0,neutral
mulia7695,bodoamat gak punya tipi,"['bodoamat', 'gak', 'tipi']",-4,negative
al_haris13,lulusan apa jadi apa🤣,"['lulus', 'apa']",2,positive
dizgerd,hai anda diabaikan oleh orang lain di whatsapp orang di whatsapp anda mengaktifkan penutupan privasi itu buat kamu bertanyatanya apa yang mereka pikirkan tentang kamu kamu di kucilkan kamu di benci atau dia tidak peduli dengan keadaan mu diamdiam dia menutup status online karena dia tahu kalau kamu sedang menuggunya kamu tidak pernah melihat centang biru dari dia dia sejahat itu sama dirimu semua ini karena whatsapp dari meta dia mendukung kebenciannya untuk menindas kamu kamu tidak setuju juga kan sama keputusan whatsapp sekarang ayo tanda tangani petisi ini,"['hai', 'abai', 'orang', 'whatsapp', 'orang', 'whatsapp', 'aktif', 'tutup', 'privasi', 'bertanyatanya', 'pikir', 'kucil', 'benci', 'peduli', 'mu', 'diamdiam', 'tutup', 'status', 'online', 'menuggunya', 'centang', 'biru', 'jahat', 'diri', 'whatsapp', 'meta', 'dukung', 'benci', 'tindas', 'tuju', 'putus', 'whatsapp', 'ayo', 'tanda', 'tangan', 'petisi']",-18,negative
alleoxx,bjorka siap bantu,"['bjorka', 'bantu']",-1,negative
r.qurniasari,tv digital sinyalnya sering kabur kanginan🤣🤣,"['tv', 'digital', 'sinyal', 'kabur', 'kanginan']",-2,negative
rianoatthemovies,terlalu maksa karena belum semua orang dapat stb,"['maksa', 'orang', 'stb']",-5,negative
namakucingnya_cimidancikal,udah ga pernah nonton tv,"['udah', 'ga', 'nonton', 'tv']",0,neutral
trisuratni,hadeeeh kalau cuaca mendung berangin sinyal timbul tenggelam gambar tv ikutan ilang,"['hadeeeh', 'cuaca', 'mendung', 'angin', 'sinyal', 'timbul', 'tenggelam', 'gambar', 'tv', 'ikut', 'ilang']",-15,negative
bayu039byd,mohon stb nya dibagi min,"['mohon', 'stb', 'nya', 'bagi', 'min']",-2,negative
rudi1998th,siaran televisi analog selesai pembangunan instruktur dari anolog ke digital,"['siar', 'televisi', 'analog', 'selesai', 'bangun', 'instruktur', 'anolog', 'digital']",2,positive
anemoritosu,buru beli stb krna ngejar trans tv suka ada filmeh sensitif sinyalnya msh suka ilang,"['buru', 'beli', 'stb', 'krna', 'ngejar', 'trans', 'tv', 'suka', 'filmeh', 'sensitif', 'sinyal', 'msh', 'suka', 'ilang']",-3,negative
babeh_gian,bnerin dlu signal nya baru terapkan,"['bnerin', 'dlu', 'signal', 'nya', 'terap']",0,neutral
brensky14,diem ga guna gerak nyusain ,"['diem', 'ga', 'gerak', 'nyusain']",-1,negative
rudi1998th,berarti kominfo tinggal perkuatkan sinyal tv stb di daerah sekitar kekurangan bts selesai langsung diluncurkan tanggal november,"['kominfo', 'tinggal', 'kuat', 'sinyal', 'tv', 'stb', 'daerah', 'kurang', 'bts', 'selesai', 'langsung', 'luncur', 'tanggal', 'november']",-5,negative
bayu_bachtiar,stb nya doang  led tv nya kaga,"['stb', 'nya', 'doang', 'led', 'tv', 'nya', 'kaga']",0,neutral
harry.a.setiawan,ra popo wong wes ga tau nnton tv ,"['ra', 'popo', 'wes', 'ga', 'tau', 'nnton', 'tv']",0,neutral
tedi_permana31,apakah sekrang nonton tv harus paje vpn biar lncae jya,"['sekrang', 'nonton', 'tv', 'paje', 'vpn', 'biar', 'lncae', 'jya']",0,neutral
mama_via24,pembagian stb  bagi kemana tuh,"['bagi', 'stb', 'mana', 'tuh']",-2,negative
mama_via24,tolong donk link video porno diurusdah seliweran,"['tolong', 'donk', 'link', 'video', 'porno', 'diurusdah', 'seliwer']",-7,negative
yenny.suparman,bagi stb pak,['stb'],0,neutral
cintarsihz,sebelum dimatiin bagiin dulu set box digitalnya,"['dimatiin', 'bagiin', 'set', 'box', 'digital']",0,neutral
tasyakuri26,alat nya banyak di jual tapi begitu ada yg rusak susah mendapatkan nya harus ganti semuanya satu paket saya hanya remot nya ajah gak fungsi dan gak bisa beli remot nya ajah tolong persiapkan sebelum di jual bebas bebaan masyarakat juga,"['alat', 'nya', 'jual', 'yg', 'rusak', 'susah', 'nya', 'ganti', 'paket', 'remot', 'nya', 'ajah', 'gak', 'fungsi', 'gak', 'beli', 'remot', 'nya', 'ajah', 'tolong', 'siap', 'jual', 'bebas', 'bebaan', 'masyarakat']",-4,negative
adi_yudh,pak cahnel tv digital di daerah saya cuma ada metrotv pak ,"['cahnel', 'tv', 'digital', 'daerah', 'metrotv']",0,neutral
tasyakuri26,proyek lagi,['proyek'],0,neutral
arifin_nur13,sinyalnya masih kurang kuat,"['sinyal', 'kuat']",-1,negative
mfrnay10_,,[],0,neutral
agusstiin_015,masyarakat kurang mampu di paksa untuk kaya karena bantuan tsbt tidak tersalur rata,"['masyarakat', 'paksa', 'kaya', 'bantu', 'tsbt', 'salur']",-5,negative
linggarr_28,jatim gmna,"['jatim', 'gmna']",0,neutral
henipuspitaindah,tiba mau matiin aja stb nya aja blm dibagialamat ga bsa nonton tvderita tv tabung  inc,"['matiin', 'aja', 'stb', 'nya', 'aja', 'blm', 'dibagialamat', 'ga', 'bsa', 'nonton', 'tvderita', 'tv', 'tabung', 'inc']",1,positive
fittdm,stb gratis dong punya tv digital nganggur nih d rmh,"['stb', 'gratis', 'tv', 'digital', 'nganggur', 'nih', 'd', 'rmh']",1,positive
dandelion_dna,akunnya kementerian pendidikan indonesia mana ya ini persyaratan sistem zonasi harus gonta ganti kk padahal udah tk sd di kecamatan yang sama mau smp aja kk harus ganti  apa gunanya ektp satu data orang pintar kayak ilang amonge gonta ganti kk kayak orang mumet,"['akun', 'menteri', 'didik', 'indonesia', 'ya', 'syarat', 'sistem', 'zonasi', 'gonta', 'ganti', 'kk', 'udah', 'tk', 'sd', 'camat', 'smp', 'aja', 'kk', 'ganti', 'guna', 'ektp', 'data', 'orang', 'pintar', 'kayak', 'ilang', 'amonge', 'gonta', 'ganti', 'kk', 'kayak', 'orang', 'mumet']",-21,negative
riyan_sunarya,stb nya mana,"['stb', 'nya']",0,neutral
denis.a.p_,nah gini gek kan frekuensinya bisa dipakai g,"['gin', 'gek', 'frekuensi', 'pakai', 'g']",0,neutral
rin_aldypakam,dimedan kapan net tv mengudaracuma net tv siaran nasional yg blm dapat di siaran digital,"['medan', 'net', 'tv', 'mengudaracuma', 'net', 'tv', 'siar', 'nasional', 'yg', 'blm', 'siar', 'digital']",0,neutral
misnanarifin11,kasian yg msh pake tv tabung,"['kasi', 'yg', 'msh', 'pake', 'tv', 'tabung']",0,neutral
mrs.ricoo,lbh baik dipersiapkan dl,"['lbh', 'siap', 'dl']",1,positive
lupiforever,stbkompor listrik proyek lgi gk hbis hbis proyeknya tidak ke beli beli stb nya,"['stbkompor', 'listrik', 'proyek', 'lgi', 'gk', 'hbis', 'hbis', 'proyek', 'beli', 'beli', 'stb', 'nya']",-2,negative
fandiakhmadd,kominfo anjing,"['kominfo', 'anjing']",-4,negative
rommi_jalaludin,pastikan dulu dilapangan semua masyarakat yang membutuhkan menerima bantuan stb tersebut pastikan juga tidak ada satupun yang terselip dalam pembagiannya sehingga mereka belum menerima kalo dimatikan siaran analog apa yang terjadi bagi yang mereka yang belum mendapat bantuan,"['pasti', 'lapang', 'masyarakat', 'butuh', 'terima', 'bantu', 'stb', 'pasti', 'satu', 'selip', 'bagi', 'terima', 'kalo', 'mati', 'siar', 'analog', 'bantu']",5,positive
jeghz,jt org gabut wkk,"['jt', 'org', 'gabut', 'wkk']",-5,negative
mwahyudins,apa masih ada yg nonton tv,"['yg', 'nonton', 'tv']",0,neutral
rz_chandraa,minfo tolongjaga aja data kependudukan kami jgn diperjualbelikan emg kami gk tau sistem dagang nya yg jelas sesuatu yg mengancam hak keamanan dan kenyamanan warga itu melanggar hukum,"['minfo', 'tolongjaga', 'aja', 'data', 'duduk', 'jgn', 'diperjualbelikan', 'emg', 'gk', 'tau', 'sistem', 'dagang', 'nya', 'yg', 'yg', 'ancam', 'hak', 'aman', 'nyaman', 'warga', 'langgar', 'hukum']",-8,negative
ginanjardedi,rcti gtv mnca ko blm ada y di depok,"['rcti', 'gtv', 'mnca', 'ko', 'blm', 'y', 'depok']",0,neutral
raissya_ulima_l,,[],0,neutral
admin.naura.ney,ngabisa nonton net tv ,"['ngabisa', 'nonton', 'net', 'tv']",0,neutral
faridh_iskandar,,[],0,neutral
septiadii95,selamat malam yang terhormat  bapak ibu komenkominfodengan sangat hormat saya meminta agar sinyal tv di gital di kota purwakarta khususnya di kecamatan sukatani desa pasir munjul tolong di perkuat kembalikarna kami ingin menikmati siaran tv digital tanpa harus menggunakan parabola,"['selamat', 'malam', 'hormat', 'komenkominfodengan', 'hormat', 'sinyal', 'tv', 'gital', 'kota', 'purwakarta', 'camat', 'sukatani', 'desa', 'pasir', 'munjul', 'tolong', 'kuat', 'kembalikarna', 'nikmat', 'siar', 'tv', 'digital', 'parabola']",3,positive
